#ies_format_version: 1.0
#file: 20250801_1000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 1.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device_A_31;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device_A_31
20250801;	175949;	1754051389.000;	           9
20250801;	175950;	1754051390.000;	           9
20250801;	175951;	1754051391.000;	           9
20250801;	175952;	1754051392.000;	           9
20250801;	175953;	1754051393.000;	           9
20250801;	175954;	1754051394.000;	           9
20250801;	175955;	1754051395.000;	           9
20250801;	175956;	1754051396.000;	           9
20250801;	175957;	1754051397.000;	           9
20250801;	175958;	1754051398.000;	           9
20250801;	175959;	1754051399.000;	           9
20250801;	180000;	1754051400.000;	           9
20250801;	180001;	1754051401.000;	           9
20250801;	180002;	1754051402.000;	           9
20250801;	180003;	1754051403.000;	           9
20250801;	180004;	1754051404.000;	           9
20250801;	180005;	1754051405.000;	           9
20250801;	180006;	1754051406.000;	           9
20250801;	180007;	1754051407.000;	           9
20250801;	180008;	1754051408.000;	           9
20250801;	180009;	1754051409.000;	           9
20250801;	180010;	1754051410.000;	           9
20250801;	180011;	1754051411.000;	           9
20250801;	180012;	1754051412.000;	           9
20250801;	180013;	1754051413.000;	           9
20250801;	180014;	1754051414.000;	           9
20250801;	180015;	1754051415.000;	           9
20250801;	180016;	1754051416.000;	           9
20250801;	180017;	1754051417.000;	           9
20250801;	180018;	1754051418.000;	           9
20250801;	180019;	1754051419.000;	           9
20250801;	180020;	1754051420.000;	           9
20250801;	180021;	1754051421.000;	           9
20250801;	180022;	1754051422.000;	           9
20250801;	180023;	1754051423.000;	           9
20250801;	180024;	1754051424.000;	           9
20250801;	180025;	1754051425.000;	           9
20250801;	180026;	1754051426.000;	           9
20250801;	180027;	1754051427.000;	           9
20250801;	180028;	1754051428.000;	           9
20250801;	180029;	1754051429.000;	           9
20250801;	180030;	1754051430.000;	           9
20250801;	180031;	1754051431.000;	           9
20250801;	180032;	1754051432.000;	           9
20250801;	180033;	1754051433.000;	           9
20250801;	180034;	1754051434.000;	           9
20250801;	180035;	1754051435.000;	           9
20250801;	180036;	1754051436.000;	           9
20250801;	180037;	1754051437.000;	           9
20250801;	180038;	1754051438.000;	           9
20250801;	180039;	1754051439.000;	           9
20250801;	180040;	1754051440.000;	           9
20250801;	180041;	1754051441.000;	           9
20250801;	180042;	1754051442.000;	           9
20250801;	180043;	1754051443.000;	           9
20250801;	180044;	1754051444.000;	           9
20250801;	180045;	1754051445.000;	           9
20250801;	180046;	1754051446.000;	           9
20250801;	180047;	1754051447.000;	           9
20250801;	180048;	1754051448.000;	           9
20250801;	180049;	1754051449.000;	           9
20250801;	180050;	1754051450.000;	           9
20250801;	180051;	1754051451.000;	           9
20250801;	180052;	1754051452.000;	           9
20250801;	180053;	1754051453.000;	           9
20250801;	180054;	1754051454.000;	           9
20250801;	180055;	1754051455.000;	           9
20250801;	180056;	1754051456.000;	           9
20250801;	180057;	1754051457.000;	           9
20250801;	180058;	1754051458.000;	           9
20250801;	180059;	1754051459.000;	           9
20250801;	180100;	1754051460.000;	           9
20250801;	180101;	1754051461.000;	           9
20250801;	180102;	1754051462.000;	           9
20250801;	180103;	1754051463.000;	           9
20250801;	180104;	1754051464.000;	           9
20250801;	180105;	1754051465.000;	           9
20250801;	180106;	1754051466.000;	           9
20250801;	180107;	1754051467.000;	           9
20250801;	180108;	1754051468.000;	           9
20250801;	180109;	1754051469.000;	           9
20250801;	180110;	1754051470.000;	           9
20250801;	180111;	1754051471.000;	           9
20250801;	180112;	1754051472.000;	           9
20250801;	180113;	1754051473.000;	           9
20250801;	180114;	1754051474.000;	           9
20250801;	180115;	1754051475.000;	           9
20250801;	180116;	1754051476.000;	           9
20250801;	180117;	1754051477.000;	           9
20250801;	180118;	1754051478.000;	           9
20250801;	180119;	1754051479.000;	           9
20250801;	180120;	1754051480.000;	           9
20250801;	180121;	1754051481.000;	           9
20250801;	180122;	1754051482.000;	           9
20250801;	180123;	1754051483.000;	           9
20250801;	180124;	1754051484.000;	           9
20250801;	180125;	1754051485.000;	           9
20250801;	180126;	1754051486.000;	           9
20250801;	180127;	1754051487.000;	           9
20250801;	180128;	1754051488.000;	           9
20250801;	180129;	1754051489.000;	           9
20250801;	180130;	1754051490.000;	           9
20250801;	180131;	1754051491.000;	           9
20250801;	180132;	1754051492.000;	           9
20250801;	180133;	1754051493.000;	           9
20250801;	180134;	1754051494.000;	           9
20250801;	180135;	1754051495.000;	           9
20250801;	180136;	1754051496.000;	           9
20250801;	180137;	1754051497.000;	           9
20250801;	180138;	1754051498.000;	           9
20250801;	180139;	1754051499.000;	           9
20250801;	180140;	1754051500.000;	           9
20250801;	180141;	1754051501.000;	           9
20250801;	180142;	1754051502.000;	           9
20250801;	180143;	1754051503.000;	           9
20250801;	180144;	1754051504.000;	           9
20250801;	180145;	1754051505.000;	           9
20250801;	180146;	1754051506.000;	           9
20250801;	180147;	1754051507.000;	           9
20250801;	180148;	1754051508.000;	           9
20250801;	180149;	1754051509.000;	           9
20250801;	180150;	1754051510.000;	           9
20250801;	180151;	1754051511.000;	           9
20250801;	180152;	1754051512.000;	           9
20250801;	180153;	1754051513.000;	           9
20250801;	180154;	1754051514.000;	           9
20250801;	180155;	1754051515.000;	           9
20250801;	180156;	1754051516.000;	           9
20250801;	180157;	1754051517.000;	           9
20250801;	180158;	1754051518.000;	           9
20250801;	180159;	1754051519.000;	           9
20250801;	180200;	1754051520.000;	           9
20250801;	180201;	1754051521.000;	           9
20250801;	180202;	1754051522.000;	           9
20250801;	180203;	1754051523.000;	           9
20250801;	180204;	1754051524.000;	           9
20250801;	180205;	1754051525.000;	           9
20250801;	180206;	1754051526.000;	           9
20250801;	180207;	1754051527.000;	           9
20250801;	180208;	1754051528.000;	           9
20250801;	180209;	1754051529.000;	           9
20250801;	180210;	1754051530.000;	           9
20250801;	180211;	1754051531.000;	           9
20250801;	180212;	1754051532.000;	           9
20250801;	180213;	1754051533.000;	           9
20250801;	180214;	1754051534.000;	           9
20250801;	180215;	1754051535.000;	           9
20250801;	180216;	1754051536.000;	           9
20250801;	180217;	1754051537.000;	           9
20250801;	180218;	1754051538.000;	           9
20250801;	180219;	1754051539.000;	           9
20250801;	180220;	1754051540.000;	           9
20250801;	180221;	1754051541.000;	           9
20250801;	180222;	1754051542.000;	           9
20250801;	180223;	1754051543.000;	           9
20250801;	180224;	1754051544.000;	           9
20250801;	180225;	1754051545.000;	           9
20250801;	180226;	1754051546.000;	           9
20250801;	180227;	1754051547.000;	           9
20250801;	180228;	1754051548.000;	           9
20250801;	180229;	1754051549.000;	           9
20250801;	180230;	1754051550.000;	           9
20250801;	180231;	1754051551.000;	           9
20250801;	180232;	1754051552.000;	           9
20250801;	180233;	1754051553.000;	           9
20250801;	180234;	1754051554.000;	           9
20250801;	180235;	1754051555.000;	           9
20250801;	180236;	1754051556.000;	           9
20250801;	180237;	1754051557.000;	           9
20250801;	180238;	1754051558.000;	           9
20250801;	180239;	1754051559.000;	           9
20250801;	180240;	1754051560.000;	           9
20250801;	180241;	1754051561.000;	           9
20250801;	180242;	1754051562.000;	           9
20250801;	180243;	1754051563.000;	           9
20250801;	180244;	1754051564.000;	           9
20250801;	180245;	1754051565.000;	           9
20250801;	180246;	1754051566.000;	           9
20250801;	180247;	1754051567.000;	           9
20250801;	180248;	1754051568.000;	           9
20250801;	180249;	1754051569.000;	           9
20250801;	180250;	1754051570.000;	           9
20250801;	180251;	1754051571.000;	           9
20250801;	180252;	1754051572.000;	           9
20250801;	180253;	1754051573.000;	           9
20250801;	180254;	1754051574.000;	           9
20250801;	180255;	1754051575.000;	           9
20250801;	180256;	1754051576.000;	           9
20250801;	180257;	1754051577.000;	           9
20250801;	180258;	1754051578.000;	           9
20250801;	180259;	1754051579.000;	           9
20250801;	180300;	1754051580.000;	           9
20250801;	180301;	1754051581.000;	           9
20250801;	180302;	1754051582.000;	           9
20250801;	180303;	1754051583.000;	           9
20250801;	180304;	1754051584.000;	           9
20250801;	180305;	1754051585.000;	           9
20250801;	180306;	1754051586.000;	           9
20250801;	180307;	1754051587.000;	           9
20250801;	180308;	1754051588.000;	           9
20250801;	180309;	1754051589.000;	           9
20250801;	180310;	1754051590.000;	           9
20250801;	180311;	1754051591.000;	           9
20250801;	180312;	1754051592.000;	           9
20250801;	180313;	1754051593.000;	           9
20250801;	180314;	1754051594.000;	           9
20250801;	180315;	1754051595.000;	           9
20250801;	180316;	1754051596.000;	           9
20250801;	180317;	1754051597.000;	           9
20250801;	180318;	1754051598.000;	           9
20250801;	180319;	1754051599.000;	           9
20250801;	180320;	1754051600.000;	           9
20250801;	180321;	1754051601.000;	           9
20250801;	180322;	1754051602.000;	           9
20250801;	180323;	1754051603.000;	           9
20250801;	180324;	1754051604.000;	           9
20250801;	180325;	1754051605.000;	           9
20250801;	180326;	1754051606.000;	           9
20250801;	180327;	1754051607.000;	           9
20250801;	180328;	1754051608.000;	           9
20250801;	180329;	1754051609.000;	           9
20250801;	180330;	1754051610.000;	           9
20250801;	180331;	1754051611.000;	           9
20250801;	180332;	1754051612.000;	           9
20250801;	180333;	1754051613.000;	           9
20250801;	180334;	1754051614.000;	           9
20250801;	180335;	1754051615.000;	           9
20250801;	180336;	1754051616.000;	           9
20250801;	180337;	1754051617.000;	           9
20250801;	180338;	1754051618.000;	           9
20250801;	180339;	1754051619.000;	           9
20250801;	180340;	1754051620.000;	           9
20250801;	180341;	1754051621.000;	           9
20250801;	180342;	1754051622.000;	           9
20250801;	180343;	1754051623.000;	           9
20250801;	180344;	1754051624.000;	           9
20250801;	180345;	1754051625.000;	           9
20250801;	180346;	1754051626.000;	           9
20250801;	180347;	1754051627.000;	           9
20250801;	180348;	1754051628.000;	           9
20250801;	180349;	1754051629.000;	           9
20250801;	180350;	1754051630.000;	           9
20250801;	180351;	1754051631.000;	           9
20250801;	180352;	1754051632.000;	           9
20250801;	180353;	1754051633.000;	           9
20250801;	180354;	1754051634.000;	           9
20250801;	180355;	1754051635.000;	           9
20250801;	180356;	1754051636.000;	           9
20250801;	180357;	1754051637.000;	           9
20250801;	180358;	1754051638.000;	           9
20250801;	180359;	1754051639.000;	           9
20250801;	180400;	1754051640.000;	           9
20250801;	180401;	1754051641.000;	           9
20250801;	180402;	1754051642.000;	           9
20250801;	180403;	1754051643.000;	           9
20250801;	180404;	1754051644.000;	           9
20250801;	180405;	1754051645.000;	           9
20250801;	180406;	1754051646.000;	           9
20250801;	180407;	1754051647.000;	           9
20250801;	180408;	1754051648.000;	           9
20250801;	180409;	1754051649.000;	           9
20250801;	180410;	1754051650.000;	           9
20250801;	180411;	1754051651.000;	           9
20250801;	180412;	1754051652.000;	           9
20250801;	180413;	1754051653.000;	           9
20250801;	180414;	1754051654.000;	           9
20250801;	180415;	1754051655.000;	           9
20250801;	180416;	1754051656.000;	           9
20250801;	180417;	1754051657.000;	           9
20250801;	180418;	1754051658.000;	           9
20250801;	180419;	1754051659.000;	           9
20250801;	180420;	1754051660.000;	           9
20250801;	180421;	1754051661.000;	           9
20250801;	180422;	1754051662.000;	           9
20250801;	180423;	1754051663.000;	           9
